id,date,name,docs-1,docs-delta-percent-1,docs-percent-1,docs-2,docs-delta-percent-2,docs-percent-2,docs-3,docs-delta-percent-3,docs-percent-3,docs-4,docs-delta-percent-4,docs-percent-4,docs-5,docs-delta-percent-5,docs-percent-5,docs-6,docs-delta-percent-6,docs-percent-6,docs-7,docs-delta-percent-7,docs-percent-7,docs-8,docs-delta-percent-8,docs-percent-8,docs-9,docs-delta-percent-9,docs-percent-9,docs-10,docs-delta-percent-10,docs-percent-10,docs-11,docs-delta-percent-11,docs-percent-11,docs-12,docs-delta-percent-12,docs-percent-12,docs-13,docs-delta-percent-13,docs-percent-13
BRA,2020-04-27,Brasil,7,-72.0,1.3,20,-70.6,3.7,18,-72.3,3.4,35,-71.1,6.6,257,-58.7,48.1,32,-61.4,6.0,9,28.6,1.7,17,-63.8,3.2,66,-40.5,12.4,4,-71.4,0.7,8,-46.7,1.5,49,-69.4,9.2,12,-57.1,2.2
CHL,2020-03-15,Chile,109,0,4.3,135,0,5.3,164,0,6.5,179,0,7.1,785,0,31.0,401,0,15.8,103,0,4.1,221,0,8.7,93,0,3.7,67,0,2.6,26,0,1.0,228,0,9.0,21,0,0.8
CHL,2020-03-16,Chile,169,55.0,4.7,285,111.1,7.9,234,42.7,6.5,332,85.5,9.2,1251,59.4,34.6,484,20.7,13.4,193,87.4,5.3,125,-43.4,3.5,93,0.0,2.6,56,-16.4,1.5,33,26.9,0.9,344,50.9,9.5,16,-23.8,0.4
CHL,2020-03-17,Chile,189,11.8,5.7,227,-20.4,6.8,266,13.7,8.0,367,10.5,11.0,1046,-16.4,31.3,437,-9.7,13.1,205,6.2,6.1,103,-17.6,3.1,93,0.0,2.8,28,-50.0,0.8,42,27.3,1.3,316,-8.1,9.5,22,37.5,0.7
CHL,2020-03-18,Chile,28,-85.2,5.8,20,-91.2,4.2,46,-82.7,9.6,53,-85.6,11.0,144,-86.2,29.9,55,-87.4,11.4,30,-85.4,6.2,19,-81.6,4.0,27,-71.0,5.6,7,-75.0,1.5,13,-69.0,2.7,35,-88.9,7.3,4,-81.8,0.8
CHL,2020-03-19,Chile,68,142.9,14.2,18,-10.0,3.8,41,-10.9,8.5,51,-3.8,10.6,132,-8.3,27.5,49,-10.9,10.2,35,16.7,7.3,14,-26.3,2.9,20,-25.9,4.2,6,-14.3,1.2,10,-23.1,2.1,33,-5.7,6.9,3,-25.0,0.6
CHL,2020-03-20,Chile,54,-20.6,15.9,9,-50.0,2.6,29,-29.3,8.5,30,-41.2,8.8,103,-22.0,30.3,35,-28.6,10.3,14,-60.0,4.1,9,-35.7,2.6,20,0.0,5.9,4,-33.3,1.2,5,-50.0,1.5,28,-15.2,8.2,0,-100.0,0
CHL,2020-03-21,Chile,141,161.1,14.8,30,233.3,3.1,73,151.7,7.7,59,96.7,6.2,342,232.0,35.8,94,168.6,9.9,16,14.3,1.7,23,155.6,2.4,60,200.0,6.3,19,375.0,2.0,12,140.0,1.3,69,146.4,7.2,16,100,1.7
CHL,2020-03-22,Chile,380,169.5,34.8,30,0.0,2.7,76,4.1,7.0,63,6.8,5.8,269,-21.3,24.6,74,-21.3,6.8,23,43.8,2.1,27,17.4,2.5,42,-30.0,3.8,8,-57.9,0.7,9,-25.0,0.8,81,17.4,7.4,11,-31.2,1.0
CHL,2020-03-23,Chile,184,-51.6,19.1,24,-20.0,2.5,80,5.3,8.3,84,33.3,8.7,302,12.3,31.4,65,-12.2,6.8,22,-4.3,2.3,53,96.3,5.5,60,42.9,6.2,29,262.5,3.0,6,-33.3,0.6,47,-42.0,4.9,6,-45.5,0.6
CHL,2020-03-24,Chile,49,-73.4,10.4,19,-20.8,4.0,57,-28.7,12.1,52,-38.1,11.0,122,-59.6,25.8,35,-46.2,7.4,26,18.2,5.5,31,-41.5,6.6,29,-51.7,6.1,8,-72.4,1.7,8,33.3,1.7,33,-29.8,7.0,4,-33.3,0.8
CHL,2020-03-25,Chile,66,34.7,16.1,45,136.8,11.0,48,-15.8,11.7,28,-46.2,6.8,101,-17.2,24.6,33,-5.7,8.0,11,-57.7,2.7,14,-54.8,3.4,29,0.0,7.1,6,-25.0,1.5,6,-25.0,1.5,23,-30.3,5.6,0,-100.0,0
CHL,2020-03-26,Chile,65,-1.5,9.9,46,2.2,7.0,85,77.1,13.0,64,128.6,9.8,177,75.2,27.0,52,57.6,7.9,24,118.2,3.7,29,107.1,4.4,34,17.2,5.2,16,166.7,2.4,9,50.0,1.4,52,126.1,7.9,2,100,0.3
CHL,2020-03-27,Chile,45,-30.8,6.9,41,-10.9,6.3,128,50.6,19.6,75,17.2,11.5,184,4.0,28.2,37,-28.8,5.7,29,20.8,4.4,20,-31.0,3.1,33,-2.9,5.1,9,-43.8,1.4,7,-22.2,1.1,41,-21.2,6.3,3,50.0,0.5
CHL,2020-03-28,Chile,42,-6.7,7.2,58,41.5,10.0,83,-35.2,14.3,67,-10.7,11.6,129,-29.9,22.2,36,-2.7,6.2,20,-31.0,3.4,15,-25.0,2.6,25,-24.2,4.3,36,300.0,6.2,8,14.3,1.4,52,26.8,9.0,9,200.0,1.6
CHL,2020-03-29,Chile,26,-38.1,6.3,36,-37.9,8.7,51,-38.6,12.3,43,-35.8,10.4,119,-7.8,28.8,24,-33.3,5.8,8,-60.0,1.9,12,-20.0,2.9,29,16.0,7.0,13,-63.9,3.1,6,-25.0,1.5,37,-28.8,9.0,9,0.0,2.2
CHL,2020-03-30,Chile,27,3.8,6.0,21,-41.7,4.6,75,47.1,16.6,56,30.2,12.4,113,-5.0,24.9,38,58.3,8.4,28,250.0,6.2,13,8.3,2.9,26,-10.3,5.7,7,-46.2,1.5,6,0.0,1.3,42,13.5,9.3,1,-88.9,0.2
CHL,2020-03-31,Chile,37,37.0,7.6,28,33.3,5.7,90,20.0,18.4,65,16.1,13.3,114,0.9,23.4,24,-36.8,4.9,26,-7.1,5.3,16,23.1,3.3,29,11.5,5.9,12,71.4,2.5,6,0.0,1.2,37,-11.9,7.6,4,300.0,0.8
CHL,2020-04-01,Chile,32,-13.5,6.7,30,7.1,6.3,61,-32.2,12.8,51,-21.5,10.7,148,29.8,31.2,35,45.8,7.4,19,-26.9,4.0,18,12.5,3.8,26,-10.3,5.5,10,-16.7,2.1,3,-50.0,0.6,41,10.8,8.6,1,-75.0,0.2
CHL,2020-04-02,Chile,24,-25.0,6.3,15,-50.0,4.0,41,-32.8,10.8,49,-3.9,12.9,122,-17.6,32.2,26,-25.7,6.9,13,-31.6,3.4,16,-11.1,4.2,21,-19.2,5.5,10,0.0,2.6,2,-33.3,0.5,33,-19.5,8.7,7,600.0,1.8
CHL,2020-04-03,Chile,20,-16.7,5.1,20,33.3,5.1,53,29.3,13.6,60,22.4,15.4,106,-13.1,27.2,23,-11.5,5.9,18,38.5,4.6,13,-18.8,3.3,15,-28.6,3.8,4,-60.0,1.0,11,450.0,2.8,42,27.3,10.8,5,-28.6,1.3
CHL,2020-04-04,Chile,22,10.0,8.1,10,-50.0,3.7,32,-39.6,11.7,18,-70.0,6.6,89,-16.0,32.6,24,4.3,8.8,5,-72.2,1.8,9,-30.8,3.3,19,26.7,7.0,1,-75.0,0.4,9,-18.2,3.3,35,-16.7,12.8,0,-100.0,0
CHL,2020-04-05,Chile,16,-27.3,5.0,14,40.0,4.3,32,0.0,9.9,27,50.0,8.4,123,38.2,38.2,35,45.8,10.9,6,20.0,1.9,6,-33.3,1.9,15,-21.1,4.7,3,200.0,0.9,2,-77.8,0.6,38,8.6,11.8,5,100,1.6
CHL,2020-04-06,Chile,16,0.0,4.5,12,-14.3,3.4,43,34.4,12.0,37,37.0,10.4,137,11.4,38.4,22,-37.1,6.2,15,150.0,4.2,14,133.3,3.9,15,0.0,4.2,6,100.0,1.7,6,200.0,1.7,29,-23.7,8.1,5,0.0,1.4
CHL,2020-04-07,Chile,39,143.8,9.2,18,50.0,4.2,48,11.6,11.3,38,2.7,8.9,156,13.9,36.7,23,4.5,5.4,14,-6.7,3.3,17,21.4,4.0,14,-6.7,3.3,12,100.0,2.8,4,-33.3,0.9,41,41.4,9.6,1,-80.0,0.2
CHL,2020-04-08,Chile,17,-56.4,4.8,14,-22.2,3.9,40,-16.7,11.3,52,36.8,14.6,124,-20.5,34.9,30,30.4,8.5,11,-21.4,3.1,15,-11.8,4.2,10,-28.6,2.8,3,-75.0,0.8,7,75.0,2.0,28,-31.7,7.9,4,300.0,1.1
CHL,2020-04-09,Chile,19,11.8,5.8,18,28.6,5.5,46,15.0,13.9,45,-13.5,13.6,95,-23.4,28.8,23,-23.3,7.0,18,63.6,5.5,7,-53.3,2.1,16,60.0,4.8,6,100.0,1.8,4,-42.9,1.2,32,14.3,9.7,1,-75.0,0.3
CHL,2020-04-10,Chile,21,10.5,6.6,43,138.9,13.4,29,-37.0,9.1,26,-42.2,8.1,96,1.1,30.0,20,-13.0,6.2,6,-66.7,1.9,9,28.6,2.8,16,0.0,5.0,6,0.0,1.9,7,75.0,2.2,37,15.6,11.6,4,300.0,1.2
CHL,2020-04-11,Chile,21,0.0,6.7,17,-60.5,5.4,44,51.7,14.0,31,19.2,9.8,104,8.3,33.0,21,5.0,6.7,5,-16.7,1.6,12,33.3,3.8,12,-25.0,3.8,17,183.3,5.4,7,0.0,2.2,21,-43.2,6.7,3,-25.0,1.0
CHL,2020-04-12,Chile,21,0.0,6.5,28,64.7,8.7,33,-25.0,10.2,38,22.6,11.8,85,-18.3,26.4,31,47.6,9.6,7,40.0,2.2,10,-16.7,3.1,25,108.3,7.8,10,-41.2,3.1,4,-42.9,1.2,30,42.9,9.3,0,-100.0,0
CHL,2020-04-13,Chile,9,-57.1,2.9,19,-32.1,6.1,23,-30.3,7.4,46,21.1,14.8,88,3.5,28.3,31,0.0,10.0,14,100.0,4.5,20,100.0,6.4,29,16.0,9.3,7,-30.0,2.3,1,-75.0,0.3,21,-30.0,6.8,3,100,1.0
CHL,2020-04-14,Chile,27,200.0,9.5,11,-42.1,3.9,30,30.4,10.5,38,-17.4,13.3,77,-12.5,27.0,24,-22.6,8.4,14,0.0,4.9,9,-55.0,3.2,17,-41.4,6.0,7,0.0,2.5,3,200.0,1.1,26,23.8,9.1,2,-33.3,0.7
CHL,2020-04-15,Chile,11,-59.3,3.7,15,36.4,5.1,33,10.0,11.2,22,-42.1,7.5,98,27.3,33.2,23,-4.2,7.8,12,-14.3,4.1,8,-11.1,2.7,13,-23.5,4.4,7,0.0,2.4,3,0.0,1.0,45,73.1,15.3,5,150.0,1.7
CHL,2020-04-16,Chile,17,54.5,4.7,19,26.7,5.3,49,48.5,13.6,63,186.4,17.5,88,-10.2,24.5,21,-8.7,5.8,11,-8.3,3.1,12,50.0,3.3,24,84.6,6.7,12,71.4,3.3,4,33.3,1.1,35,-22.2,9.7,4,-20.0,1.1
CHL,2020-04-17,Chile,7,-58.8,4.7,13,-31.6,8.7,24,-51.0,16.1,30,-52.4,20.1,33,-62.5,22.1,11,-47.6,7.4,3,-72.7,2.0,3,-75.0,2.0,6,-75.0,4.0,7,-41.7,4.7,1,-75.0,0.7,11,-68.6,7.4,0,-100.0,0
CHL,2020-04-18,Chile,16,128.6,4.2,15,15.4,3.9,36,50.0,9.5,79,163.3,20.8,80,142.4,21.1,21,90.9,5.5,55,1733.3,14.5,16,433.3,4.2,18,200.0,4.7,7,0.0,1.8,4,300.0,1.1,31,181.8,8.2,2,100,0.5
CHL,2020-04-19,Chile,16,0.0,4.4,16,6.7,4.4,34,-5.6,9.4,41,-48.1,11.3,92,15.0,25.4,33,57.1,9.1,39,-29.1,10.8,15,-6.2,4.1,37,105.6,10.2,6,-14.3,1.7,6,50.0,1.7,25,-19.4,6.9,2,0.0,0.6
CHL,2020-04-20,Chile,14,-12.5,3.4,19,18.8,4.6,46,35.3,11.1,91,122.0,22.0,94,2.2,22.7,19,-42.4,4.6,38,-2.6,9.2,29,93.3,7.0,27,-27.0,6.5,6,0.0,1.4,3,-50.0,0.7,26,4.0,6.3,2,0.0,0.5
CHL,2020-04-21,Chile,12,-14.3,4.0,14,-26.3,4.6,75,63.0,24.8,30,-67.0,9.9,60,-36.2,19.9,26,36.8,8.6,13,-65.8,4.3,14,-51.7,4.6,12,-55.6,4.0,14,133.3,4.6,4,33.3,1.3,24,-7.7,7.9,4,100.0,1.3
CHL,2020-04-22,Chile,12,0.0,4.4,4,-71.4,1.5,40,-46.7,14.8,32,6.7,11.8,68,13.3,25.1,15,-42.3,5.5,13,0.0,4.8,15,7.1,5.5,13,8.3,4.8,11,-21.4,4.1,0,-100.0,0,32,33.3,11.8,16,300.0,5.9
CHL,2020-04-23,Chile,5,-58.3,2.1,5,25.0,2.1,21,-47.5,9.0,27,-15.6,11.5,51,-25.0,21.8,18,20.0,7.7,9,-30.8,3.8,21,40.0,9.0,18,38.5,7.7,18,63.6,7.7,3,100,1.3,29,-9.4,12.4,9,-43.8,3.8
CHL,2020-04-24,Chile,11,120.0,3.9,12,140.0,4.2,28,33.3,9.9,37,37.0,13.1,79,54.9,27.9,29,61.1,10.2,17,88.9,6.0,23,9.5,8.1,11,-38.9,3.9,10,-44.4,3.5,2,-33.3,0.7,19,-34.5,6.7,5,-44.4,1.8
CHL,2020-04-25,Chile,4,-63.6,2.2,13,8.3,7.1,26,-7.1,14.1,21,-43.2,11.4,46,-41.8,25.0,14,-51.7,7.6,7,-58.8,3.8,7,-69.6,3.8,16,45.5,8.7,5,-50.0,2.7,1,-50.0,0.5,21,10.5,11.4,3,-40.0,1.6
CHL,2020-04-26,Chile,11,175.0,5.3,10,-23.1,4.8,24,-7.7,11.5,31,47.6,14.9,64,39.1,30.8,15,7.1,7.2,9,28.6,4.3,8,14.3,3.8,8,-50.0,3.8,4,-20.0,1.9,6,500.0,2.9,17,-19.0,8.2,1,-66.7,0.5
CHL,2020-04-27,Chile,8,-27.3,4.3,10,0.0,5.4,27,12.5,14.7,23,-25.8,12.5,54,-15.6,29.3,16,6.7,8.7,14,55.6,7.6,12,50.0,6.5,6,-25.0,3.3,5,25.0,2.7,0,-100.0,0,8,-52.9,4.3,1,0.0,0.5
COL,2020-03-15,Colombia,103,0,4.4,111,0,4.7,127,0,5.4,209,0,8.9,569,0,24.3,584,0,24.9,106,0,4.5,78,0,3.3,108,0,4.6,69,0,2.9,29,0,1.2,230,0,9.8,20,0,0.9
COL,2020-03-16,Colombia,164,59.2,3.9,168,51.4,4.0,340,167.7,8.1,436,108.6,10.4,948,66.6,22.5,896,53.4,21.3,334,215.1,7.9,78,0.0,1.9,198,83.3,4.7,91,31.9,2.2,39,34.5,0.9,459,99.6,10.9,57,185.0,1.4
COL,2020-03-17,Colombia,282,72.0,5.8,214,27.4,4.4,520,52.9,10.7,598,37.2,12.3,1095,15.5,22.5,1038,15.8,21.4,309,-7.5,6.4,49,-37.2,1.0,157,-20.7,3.2,74,-18.7,1.5,54,38.5,1.1,422,-8.1,8.7,49,-14.0,1.0
COL,2020-03-18,Colombia,144,-48.9,7.8,124,-42.1,6.7,183,-64.8,9.8,192,-67.9,10.3,429,-60.8,23.1,287,-72.4,15.4,70,-77.3,3.8,18,-63.3,1.0,122,-22.3,6.6,66,-10.8,3.6,28,-48.1,1.5,174,-58.8,9.4,21,-57.1,1.1
COL,2020-03-19,Colombia,109,-24.3,11.6,36,-71.0,3.8,87,-52.5,9.3,92,-52.1,9.8,225,-47.6,24.0,144,-49.8,15.4,26,-62.9,2.8,5,-72.2,0.5,71,-41.8,7.6,23,-65.2,2.5,10,-64.3,1.1,98,-43.7,10.4,12,-42.9,1.3
COL,2020-03-20,Colombia,23,-78.9,5.7,18,-50.0,4.5,36,-58.6,8.9,29,-68.5,7.2,117,-48.0,29.0,51,-64.6,12.7,15,-42.3,3.7,4,-20.0,1.0,29,-59.2,7.2,7,-69.6,1.7,11,10.0,2.7,60,-38.8,14.9,3,-75.0,0.7
COL,2020-03-21,Colombia,68,195.7,5.1,176,877.8,13.2,130,261.1,9.7,90,210.3,6.7,299,155.6,22.4,183,258.8,13.7,40,166.7,3.0,12,200.0,0.9,134,362.1,10.0,14,100.0,1.0,34,209.1,2.5,139,131.7,10.4,18,500.0,1.3
COL,2020-03-22,Colombia,37,-45.6,6.2,57,-67.6,9.5,58,-55.4,9.7,26,-71.1,4.3,122,-59.2,20.3,70,-61.7,11.7,22,-45.0,3.7,9,-25.0,1.5,61,-54.5,10.2,65,364.3,10.8,11,-67.6,1.8,58,-58.3,9.7,4,-77.8,0.7
COL,2020-03-23,Colombia,11,-70.3,3.2,20,-64.9,5.8,40,-31.0,11.6,25,-3.8,7.2,86,-29.5,24.9,56,-20.0,16.2,13,-40.9,3.8,7,-22.2,2.0,25,-59.0,7.2,13,-80.0,3.8,7,-36.4,2.0,38,-34.5,11.0,4,0.0,1.2
COL,2020-03-24,Colombia,71,545.5,5.8,105,425.0,8.6,154,285.0,12.6,185,640.0,15.1,279,224.4,22.8,127,126.8,10.4,55,323.1,4.5,15,114.3,1.2,88,252.0,7.2,36,176.9,2.9,10,42.9,0.8,88,131.6,7.2,12,200.0,1.0
COL,2020-03-25,Colombia,51,-28.2,4.4,95,-9.5,8.2,148,-3.9,12.8,148,-20.0,12.8,276,-1.1,23.9,129,1.6,11.2,48,-12.7,4.2,13,-13.3,1.1,80,-9.1,6.9,35,-2.8,3.0,13,30.0,1.1,108,22.7,9.4,11,-8.3,1.0
COL,2020-03-26,Colombia,33,-35.3,4.4,47,-50.5,6.3,98,-33.8,13.2,102,-31.1,13.7,195,-29.3,26.2,82,-36.4,11.0,33,-31.2,4.4,8,-38.5,1.1,40,-50.0,5.4,18,-48.6,2.4,9,-30.8,1.2,72,-33.3,9.7,6,-45.5,0.8
COL,2020-03-27,Colombia,20,-39.4,2.7,41,-12.8,5.5,63,-35.7,8.5,125,22.5,16.8,230,17.9,31.0,75,-8.5,10.1,27,-18.2,3.6,11,37.5,1.5,55,37.5,7.4,11,-38.9,1.5,14,55.6,1.9,67,-6.9,9.0,3,-50.0,0.4
COL,2020-03-28,Colombia,33,65.0,4.1,37,-9.8,4.6,81,28.6,10.2,86,-31.2,10.8,277,20.4,34.8,80,6.7,10.1,24,-11.1,3.0,8,-27.3,1.0,45,-18.2,5.7,10,-9.1,1.3,12,-14.3,1.5,95,41.8,11.9,8,166.7,1.0
COL,2020-03-29,Colombia,9,-72.7,2.6,18,-51.4,5.1,27,-66.7,7.7,24,-72.1,6.9,151,-45.5,43.1,37,-53.8,10.6,10,-58.3,2.9,2,-75.0,0.6,21,-53.3,6.0,8,-20.0,2.3,8,-33.3,2.3,32,-66.3,9.1,3,-62.5,0.9
COL,2020-03-30,Colombia,9,0.0,2.2,15,-16.7,3.6,34,25.9,8.1,44,83.3,10.5,158,4.6,37.8,43,16.2,10.3,14,40.0,3.3,5,150.0,1.2,27,28.6,6.5,6,-25.0,1.4,3,-62.5,0.7,53,65.6,12.7,7,133.3,1.7
COL,2020-03-31,Colombia,26,188.9,3.0,66,340.0,7.6,125,267.6,14.5,115,161.4,13.3,309,95.6,35.8,51,18.6,5.9,22,57.1,2.5,6,20.0,0.7,48,77.8,5.6,11,83.3,1.3,11,266.7,1.3,63,18.9,7.3,10,42.9,1.2
COL,2020-04-01,Colombia,45,73.1,5.2,44,-33.3,5.1,96,-23.2,11.1,96,-16.5,11.1,320,3.6,37.1,64,25.5,7.4,20,-9.1,2.3,13,116.7,1.5,38,-20.8,4.4,19,72.7,2.2,12,9.1,1.4,85,34.9,9.9,10,0.0,1.2
COL,2020-04-02,Colombia,36,-20.0,4.5,44,0.0,5.5,102,6.2,12.7,71,-26.0,8.8,324,1.2,40.2,59,-7.8,7.3,26,30.0,3.2,4,-69.2,0.5,44,15.8,5.5,11,-42.1,1.4,12,0.0,1.5,66,-22.4,8.2,6,-40.0,0.7
COL,2020-04-03,Colombia,26,-27.8,3.4,30,-31.8,3.9,85,-16.7,11.1,75,5.6,9.8,322,-0.6,41.9,54,-8.5,7.0,28,7.7,3.6,9,125.0,1.2,32,-27.3,4.2,15,36.4,2.0,13,8.3,1.7,72,9.1,9.4,7,16.7,0.9
COL,2020-04-04,Colombia,25,-3.8,4.9,26,-13.3,5.1,48,-43.5,9.3,47,-37.3,9.1,229,-28.9,44.6,34,-37.0,6.6,16,-42.9,3.1,9,0.0,1.8,20,-37.5,3.9,10,-33.3,1.9,6,-53.8,1.2,38,-47.2,7.4,6,-14.3,1.2
COL,2020-04-05,Colombia,25,0.0,4.2,27,3.8,4.5,72,50.0,12.0,78,66.0,13.0,203,-11.4,33.8,71,108.8,11.8,15,-6.2,2.5,5,-44.4,0.8,25,25.0,4.2,10,0.0,1.7,8,33.3,1.3,53,39.5,8.8,9,50.0,1.5
COL,2020-04-06,Colombia,39,56.0,3.3,59,118.5,4.9,141,95.8,11.8,170,117.9,14.2,381,87.7,31.9,217,205.6,18.2,17,13.3,1.4,12,140.0,1.0,39,56.0,3.3,21,110.0,1.8,12,50.0,1.0,73,37.7,6.1,13,44.4,1.1
COL,2020-04-07,Colombia,21,-46.2,2.6,46,-22.0,5.8,90,-36.2,11.3,85,-50.0,10.7,321,-15.7,40.2,86,-60.4,10.8,19,11.8,2.4,6,-50.0,0.8,32,-17.9,4.0,18,-14.3,2.3,10,-16.7,1.3,59,-19.2,7.4,5,-61.5,0.6
COL,2020-04-08,Colombia,24,14.3,3.8,40,-13.0,6.3,74,-17.8,11.6,64,-24.7,10.0,241,-24.9,37.8,58,-32.6,9.1,17,-10.5,2.7,9,50.0,1.4,16,-50.0,2.5,19,5.6,3.0,9,-10.0,1.4,64,8.5,10.0,3,-40.0,0.5
COL,2020-04-09,Colombia,15,-37.5,2.2,57,42.5,8.4,95,28.4,13.9,64,0.0,9.4,259,7.5,38.0,54,-6.9,7.9,16,-5.9,2.3,3,-66.7,0.4,20,25.0,2.9,20,5.3,2.9,9,0.0,1.3,65,1.6,9.5,5,66.7,0.7
COL,2020-04-10,Colombia,17,13.3,4.2,21,-63.2,5.1,63,-33.7,15.4,37,-42.2,9.0,151,-41.7,36.9,33,-38.9,8.1,8,-50.0,2.0,5,66.7,1.2,23,15.0,5.6,7,-65.0,1.7,4,-55.6,1.0,38,-41.5,9.3,2,-60.0,0.5
COL,2020-04-11,Colombia,18,5.9,3.2,20,-4.8,3.5,42,-33.3,7.4,30,-18.9,5.3,319,111.3,56.6,38,15.2,6.7,10,25.0,1.8,8,60.0,1.4,18,-21.7,3.2,11,57.1,2.0,10,150.0,1.8,37,-2.6,6.6,3,50.0,0.5
COL,2020-04-12,Colombia,46,155.6,4.8,22,10.0,2.3,86,104.8,8.9,52,73.3,5.4,589,84.6,61.3,49,28.9,5.1,6,-40.0,0.6,5,-37.5,0.5,32,77.8,3.3,13,18.2,1.4,8,-20.0,0.8,43,16.2,4.5,10,233.3,1.0
COL,2020-04-13,Colombia,97,110.9,10.4,42,90.9,4.5,97,12.8,10.4,80,53.8,8.6,423,-28.2,45.3,47,-4.1,5.0,17,183.3,1.8,9,80.0,1.0,34,6.2,3.6,18,38.5,1.9,7,-12.5,0.8,58,34.9,6.2,4,-60.0,0.4
COL,2020-04-14,Colombia,16,-83.5,2.3,39,-7.1,5.5,111,14.4,15.8,93,16.2,13.2,317,-25.1,45.1,37,-21.3,5.3,12,-29.4,1.7,7,-22.2,1.0,21,-38.2,3.0,8,-55.6,1.1,4,-42.9,0.6,34,-41.4,4.8,4,0.0,0.6
COL,2020-04-15,Colombia,42,162.5,5.7,33,-15.4,4.4,78,-29.7,10.5,97,4.3,13.1,301,-5.0,40.6,51,37.8,6.9,24,100.0,3.2,6,-14.3,0.8,32,52.4,4.3,18,125.0,2.4,9,125.0,1.2,47,38.2,6.3,4,0.0,0.5
COL,2020-04-16,Colombia,36,-14.3,6.3,52,57.6,9.1,72,-7.7,12.6,77,-20.6,13.5,182,-39.5,31.9,41,-19.6,7.2,23,-4.2,4.0,6,0.0,1.1,20,-37.5,3.5,13,-27.8,2.3,2,-77.8,0.4,46,-2.1,8.1,1,-75.0,0.2
COL,2020-04-17,Colombia,21,-41.7,3.2,63,21.2,9.5,68,-5.6,10.3,95,23.4,14.4,235,29.1,35.6,48,17.1,7.3,22,-4.3,3.3,9,50.0,1.4,22,10.0,3.3,14,7.7,2.1,10,400.0,1.5,50,8.7,7.6,4,300.0,0.6
COL,2020-04-18,Colombia,18,-14.3,4.2,42,-33.3,9.9,43,-36.8,10.1,45,-52.6,10.6,159,-32.3,37.3,46,-4.2,10.8,9,-59.1,2.1,3,-66.7,0.7,18,-18.2,4.2,8,-42.9,1.9,6,-40.0,1.4,26,-48.0,6.1,3,-25.0,0.7
COL,2020-04-19,Colombia,19,5.6,4.7,22,-47.6,5.5,53,23.3,13.2,42,-6.7,10.5,133,-16.4,33.2,39,-15.2,9.7,14,55.6,3.5,4,33.3,1.0,22,22.2,5.5,11,37.5,2.7,2,-66.7,0.5,37,42.3,9.2,3,0.0,0.7
COL,2020-04-20,Colombia,16,-15.8,2.6,32,45.5,5.2,47,-11.3,7.6,86,104.8,14.0,221,66.2,35.9,71,82.1,11.5,31,121.4,5.0,8,100.0,1.3,30,36.4,4.9,16,45.5,2.6,9,350.0,1.5,48,29.7,7.8,1,-66.7,0.2
COL,2020-04-21,Colombia,21,31.2,3.2,54,68.8,8.2,76,61.7,11.6,127,47.7,19.4,212,-4.1,32.3,55,-22.5,8.4,10,-67.7,1.5,8,0.0,1.2,37,23.3,5.6,13,-18.8,2.0,4,-55.6,0.6,37,-22.9,5.6,2,100.0,0.3
COL,2020-04-22,Colombia,10,-52.4,1.6,40,-25.9,6.2,82,7.9,12.8,83,-34.6,13.0,232,9.4,36.2,48,-12.7,7.5,30,200.0,4.7,8,0.0,1.2,31,-16.2,4.8,14,7.7,2.2,17,325.0,2.7,42,13.5,6.6,3,50.0,0.5
COL,2020-04-23,Colombia,11,10.0,1.7,34,-15.0,5.4,60,-26.8,9.5,87,4.8,13.7,269,15.9,42.4,38,-20.8,6.0,21,-30.0,3.3,8,0.0,1.3,26,-16.1,4.1,11,-21.4,1.7,4,-76.5,0.6,59,40.5,9.3,6,100.0,0.9
COL,2020-04-24,Colombia,9,-18.2,1.5,39,14.7,6.4,70,16.7,11.4,90,3.4,14.7,217,-19.3,35.4,75,97.4,12.2,25,19.0,4.1,9,12.5,1.5,17,-34.6,2.8,9,-18.2,1.5,6,50.0,1.0,46,-22.0,7.5,1,-83.3,0.2
COL,2020-04-25,Colombia,15,66.7,3.6,24,-38.5,5.8,38,-45.7,9.1,48,-46.7,11.5,151,-30.4,36.3,62,-17.3,14.9,16,-36.0,3.8,7,-22.2,1.7,14,-17.6,3.4,7,-22.2,1.7,3,-50.0,0.7,29,-37.0,7.0,2,100.0,0.5
COL,2020-04-26,Colombia,16,6.7,4.5,23,-4.2,6.5,38,0.0,10.8,41,-14.6,11.6,116,-23.2,32.9,40,-35.5,11.3,12,-25.0,3.4,3,-57.1,0.8,23,64.3,6.5,6,-14.3,1.7,1,-66.7,0.3,32,10.3,9.1,2,0.0,0.6
COL,2020-04-27,Colombia,10,-37.5,2.3,31,34.8,7.3,54,42.1,12.6,81,97.6,19.0,134,15.5,31.4,33,-17.5,7.7,11,-8.3,2.6,5,66.7,1.2,24,4.3,5.6,4,-33.3,0.9,4,300.0,0.9,34,6.2,8.0,2,0.0,0.5
CRI,2020-03-15,Costa Rica,24,0,2.9,19,0,2.3,69,0,8.4,72,0,8.7,145,0,17.6,245,0,29.7,28,0,3.4,24,0,2.9,71,0,8.6,38,0,4.6,13,0,1.6,59,0,7.2,18,0,2.2
